Round: 1,Round: 2,Election,Round: 3,Round: 4,Round: 5,Round: 6,Round: 7,pyrankvote_winner,filename
"[{'candidate_2': ' 1943'}, {'candidate_5': ' 1753'}, {'candidate_3': ' 1734'}, {'candidate_4': ' 1539'}, {'candidate_1': ' 1420'}]","[{'candidate_2': ' 2319'}, {'candidate_3': ' 2185'}, {'candidate_5': ' 1981'}, {'candidate_4': ' 1904'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-53_5cands_0.11399999999999999noise.csv,"[{'candidate_2': ' 2899'}, {'candidate_3': ' 2789'}, {'candidate_5': ' 2701'}, {'candidate_4': '0'}, {'candidate_1': '0'}]","[{'candidate_3': ' 4223'}, {'candidate_2': ' 4166'}, {'candidate_5': '0'}, {'candidate_4': '0'}, {'candidate_1': '0'}]",,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-53_5cands_0.11399999999999999noise.csv
"[{'candidate_2': ' 2488'}, {'candidate_1': ' 2359'}, {'candidate_3': ' 1771'}]","[{'candidate_2': ' 3416'}, {'candidate_1': ' 3202'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-54_3cands_0.25333333333333335noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-54_3cands_0.25333333333333335noise.csv
"[{'candidate_3': ' 3204'}, {'candidate_1': ' 2205'}, {'candidate_2': ' 1813'}]","[{'candidate_3': ' 4208'}, {'candidate_1': ' 3014'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-54_3cands_0.27666666666666667noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-54_3cands_0.27666666666666667noise.csv
"[{'candidate_1': '14320'}, {'candidate_3': '14119'}, {'candidate_2': '12128'}]","[{'candidate_3': '21209'}, {'candidate_1': '19358'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-54_3cands_0.29333333333333333noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-54_3cands_0.29333333333333333noise.csv
"[{'candidate_2': ' 7508'}, {'candidate_3': ' 6803'}, {'candidate_4': ' 6482'}, {'candidate_1': ' 6209'}]","[{'candidate_2': ' 9894'}, {'candidate_4': ' 8969'}, {'candidate_3': ' 8139'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-54_4cands_0.1475noise.csv,"[{'candidate_2': '14567'}, {'candidate_4': '12435'}, {'candidate_3': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-54_4cands_0.1475noise.csv
"[{'candidate_2': ' 7867'}, {'candidate_4': ' 7127'}, {'candidate_3': ' 6325'}, {'candidate_1': ' 4819'}]","[{'candidate_2': ' 9622'}, {'candidate_3': ' 8465'}, {'candidate_4': ' 8051'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-54_4cands_0.17noise.csv,"[{'candidate_2': '14023'}, {'candidate_3': '12115'}, {'candidate_4': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-54_4cands_0.17noise.csv
"[{'candidate_4': ' 5142'}, {'candidate_2': ' 5033'}, {'candidate_1': ' 4721'}, {'candidate_3': ' 4437'}, {'candidate_5': ' 4222'}]","[{'candidate_2': ' 6446'}, {'candidate_4': ' 6013'}, {'candidate_1': ' 5936'}, {'candidate_3': ' 5160'}, {'candidate_5': '0'}]",election_01-22-2021_21-14-54_5cands_0.172noise.csv,"[{'candidate_2': ' 7998'}, {'candidate_4': ' 7989'}, {'candidate_1': ' 7568'}, {'candidate_3': '0'}, {'candidate_5': '0'}]","[{'candidate_4': '12041'}, {'candidate_2': '11514'}, {'candidate_1': '0'}, {'candidate_3': '0'}, {'candidate_5': '0'}]",,,,[<Candidate('candidate_4')>],election_01-22-2021_21-14-54_5cands_0.172noise.csv
"[{'candidate_2': ' 9951'}, {'candidate_3': ' 9739'}, {'candidate_5': ' 9556'}, {'candidate_4': ' 9373'}, {'candidate_1': ' 8274'}]","[{'candidate_2': '11999'}, {'candidate_5': '11764'}, {'candidate_3': '11628'}, {'candidate_4': '11502'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-54_5cands_0.186noise.csv,"[{'candidate_3': '15885'}, {'candidate_2': '15588'}, {'candidate_5': '15420'}, {'candidate_4': '0'}, {'candidate_1': '0'}]","[{'candidate_3': '24181'}, {'candidate_2': '22712'}, {'candidate_5': '0'}, {'candidate_4': '0'}, {'candidate_1': '0'}]",,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-54_5cands_0.186noise.csv
"[{'candidate_5': ' 2110'}, {'candidate_4': ' 1678'}, {'candidate_2': ' 1663'}, {'candidate_3': ' 1508'}, {'candidate_1': ' 1507'}]","[{'candidate_5': ' 2436'}, {'candidate_4': ' 2104'}, {'candidate_2': ' 2022'}, {'candidate_3': ' 1904'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-54_5cands_0.196noise.csv,"[{'candidate_5': ' 2920'}, {'candidate_4': ' 2802'}, {'candidate_2': ' 2744'}, {'candidate_3': '0'}, {'candidate_1': '0'}]","[{'candidate_5': ' 4293'}, {'candidate_4': ' 4173'}, {'candidate_2': '0'}, {'candidate_3': '0'}, {'candidate_1': '0'}]",,,,[<Candidate('candidate_5')>],election_01-22-2021_21-14-54_5cands_0.196noise.csv
"[{'candidate_3': ' 6908'}, {'candidate_2': ' 5555'}, {'candidate_1': ' 5494'}]","[{'candidate_3': ' 9565'}, {'candidate_2': ' 8392'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-55_3cands_0.20333333333333334noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-55_3cands_0.20333333333333334noise.csv
"[{'candidate_1': '13057'}, {'candidate_3': ' 9187'}, {'candidate_2': ' 9080'}]","[{'candidate_1': '18708'}, {'candidate_3': '12616'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-55_3cands_0.22333333333333336noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-55_3cands_0.22333333333333336noise.csv
"[{'candidate_1': ' 7532'}, {'candidate_2': ' 6993'}, {'candidate_3': ' 5359'}]","[{'candidate_1': '10762'}, {'candidate_2': ' 9122'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-55_3cands_0.22666666666666668noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-55_3cands_0.22666666666666668noise.csv
"[{'candidate_3': ' 9320'}, {'candidate_2': ' 7001'}, {'candidate_1': ' 6499'}]","[{'candidate_3': '13538'}, {'candidate_2': ' 9282'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-55_3cands_0.26noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-55_3cands_0.26noise.csv
"[{'candidate_3': ' 9215'}, {'candidate_4': ' 8803'}, {'candidate_2': ' 7182'}, {'candidate_1': ' 5368'}]","[{'candidate_4': '11389'}, {'candidate_3': '10837'}, {'candidate_2': ' 8342'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-55_4cands_0.13noise.csv,"[{'candidate_3': '15390'}, {'candidate_4': '15178'}, {'candidate_2': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-55_4cands_0.13noise.csv
"[{'candidate_3': ' 1442'}, {'candidate_4': ' 1114'}, {'candidate_1': ' 1027'}, {'candidate_2': '920'}]","[{'candidate_3': ' 1672'}, {'candidate_4': ' 1442'}, {'candidate_1': ' 1389'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-55_4cands_0.185noise.csv,"[{'candidate_3': ' 2321'}, {'candidate_4': ' 2182'}, {'candidate_1': '0'}, {'candidate_2': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-55_4cands_0.185noise.csv
"[{'candidate_1': ' 3491'}, {'candidate_2': ' 3209'}, {'candidate_3': ' 3074'}, {'candidate_4': ' 2668'}]","[{'candidate_1': ' 4563'}, {'candidate_2': ' 4105'}, {'candidate_3': ' 3774'}, {'candidate_4': '0'}]",election_01-22-2021_21-14-55_4cands_0.2325noise.csv,"[{'candidate_1': ' 6279'}, {'candidate_2': ' 6163'}, {'candidate_3': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-55_4cands_0.2325noise.csv
"[{'candidate_5': ' 4536'}, {'candidate_3': ' 4411'}, {'candidate_1': ' 4312'}, {'candidate_2': ' 3965'}, {'candidate_4': ' 3872'}]","[{'candidate_1': ' 5484'}, {'candidate_5': ' 5420'}, {'candidate_3': ' 5363'}, {'candidate_2': ' 4829'}, {'candidate_4': '0'}]",election_01-22-2021_21-14-55_5cands_0.16799999999999998noise.csv,"[{'candidate_1': ' 7208'}, {'candidate_3': ' 7128'}, {'candidate_5': ' 6760'}, {'candidate_2': '0'}, {'candidate_4': '0'}]","[{'candidate_1': '10862'}, {'candidate_3': '10234'}, {'candidate_5': '0'}, {'candidate_2': '0'}, {'candidate_4': '0'}]",,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-55_5cands_0.16799999999999998noise.csv
"[{'candidate_3': ' 2268'}, {'candidate_2': ' 2239'}, {'candidate_1': ' 2209'}, {'candidate_5': ' 2016'}, {'candidate_4': ' 1990'}]","[{'candidate_1': ' 2759'}, {'candidate_2': ' 2692'}, {'candidate_3': ' 2640'}, {'candidate_5': ' 2631'}, {'candidate_4': '0'}]",election_01-22-2021_21-14-55_5cands_0.198noise.csv,"[{'candidate_1': ' 3649'}, {'candidate_3': ' 3565'}, {'candidate_2': ' 3508'}, {'candidate_5': '0'}, {'candidate_4': '0'}]","[{'candidate_3': ' 5422'}, {'candidate_1': ' 5300'}, {'candidate_2': '0'}, {'candidate_5': '0'}, {'candidate_4': '0'}]",,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-55_5cands_0.198noise.csv
"[{'candidate_2': '27621'}, {'candidate_1': '13839'}, {'candidate_3': ' 4290'}]",,election_01-22-2021_21-14-56_3cands_0.16666666666666666noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-56_3cands_0.16666666666666666noise.csv
"[{'candidate_2': '10350'}, {'candidate_3': ' 9748'}, {'candidate_1': ' 8731'}]","[{'candidate_2': '15633'}, {'candidate_3': '13196'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-56_3cands_0.18999999999999997noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-56_3cands_0.18999999999999997noise.csv
"[{'candidate_2': ' 5706'}, {'candidate_3': ' 4153'}, {'candidate_1': ' 3752'}]","[{'candidate_2': ' 8224'}, {'candidate_3': ' 5387'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-56_3cands_0.2333333333333333noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-56_3cands_0.2333333333333333noise.csv
"[{'candidate_1': '11481'}, {'candidate_3': '11472'}, {'candidate_2': ' 7890'}]","[{'candidate_3': '15991'}, {'candidate_1': '14852'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-56_3cands_0.26666666666666666noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-56_3cands_0.26666666666666666noise.csv
"[{'candidate_2': ' 7226'}, {'candidate_3': ' 7168'}, {'candidate_1': ' 7108'}]","[{'candidate_3': '10873'}, {'candidate_2': '10629'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-56_3cands_0.27999999999999997noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-56_3cands_0.27999999999999997noise.csv
"[{'candidate_2': ' 4219'}, {'candidate_1': ' 2320'}, {'candidate_3': ' 2065'}]","[{'candidate_2': ' 5187'}, {'candidate_1': ' 3417'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-56_3cands_0.27noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-56_3cands_0.27noise.csv
"[{'candidate_2': ' 9468'}, {'candidate_1': ' 7849'}, {'candidate_3': ' 6591'}]","[{'candidate_1': '12209'}, {'candidate_2': '11699'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-56_3cands_0.29333333333333333noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-56_3cands_0.29333333333333333noise.csv
"[{'candidate_2': '12238'}, {'candidate_1': ' 8813'}, {'candidate_4': ' 6420'}, {'candidate_3': ' 6362'}]","[{'candidate_2': '15498'}, {'candidate_1': '10002'}, {'candidate_4': ' 8333'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-56_4cands_0.215noise.csv,"[{'candidate_2': '19228'}, {'candidate_1': '14605'}, {'candidate_4': '0'}, {'candidate_3': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-56_4cands_0.215noise.csv
"[{'candidate_1': ' 8652'}, {'candidate_2': ' 8626'}, {'candidate_4': ' 7102'}, {'candidate_3': ' 6245'}]","[{'candidate_2': '10470'}, {'candidate_1': '10237'}, {'candidate_4': ' 9918'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-56_4cands_0.2425noise.csv,"[{'candidate_2': '15979'}, {'candidate_1': '14646'}, {'candidate_4': '0'}, {'candidate_3': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-56_4cands_0.2425noise.csv
"[{'candidate_3': ' 9275'}, {'candidate_1': ' 6347'}, {'candidate_2': ' 3838'}]","[{'candidate_3': '10948'}, {'candidate_1': ' 8512'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-57_3cands_0.17333333333333334noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-57_3cands_0.17333333333333334noise.csv
"[{'candidate_1': ' 4395'}, {'candidate_3': ' 4175'}, {'candidate_2': ' 3198'}]","[{'candidate_1': ' 6421'}, {'candidate_3': ' 5347'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-57_3cands_0.18000000000000002noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-57_3cands_0.18000000000000002noise.csv
"[{'candidate_3': '12730'}, {'candidate_1': '12027'}, {'candidate_2': ' 9437'}]","[{'candidate_3': '17574'}, {'candidate_1': '16620'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-57_3cands_0.19666666666666666noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-57_3cands_0.19666666666666666noise.csv
"[{'candidate_1': '17753'}, {'candidate_3': '16317'}, {'candidate_2': ' 8726'}]","[{'candidate_3': '21481'}, {'candidate_1': '21315'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-57_3cands_0.19999999999999998noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-57_3cands_0.19999999999999998noise.csv
"[{'candidate_2': '10740'}, {'candidate_3': ' 8466'}, {'candidate_1': ' 6246'}]","[{'candidate_2': '13471'}, {'candidate_3': '11981'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-57_3cands_0.20666666666666667noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-57_3cands_0.20666666666666667noise.csv
"[{'candidate_3': '19857'}, {'candidate_2': '14751'}, {'candidate_1': ' 9680'}]","[{'candidate_3': '23283'}, {'candidate_2': '21005'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-57_3cands_0.24noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-57_3cands_0.24noise.csv
"[{'candidate_2': ' 6409'}, {'candidate_3': ' 3475'}, {'candidate_1': ' 3045'}]","[{'candidate_2': ' 7537'}, {'candidate_3': ' 5392'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-57_3cands_0.26noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-57_3cands_0.26noise.csv
"[{'candidate_1': '15039'}, {'candidate_3': ' 9877'}, {'candidate_2': ' 6685'}]","[{'candidate_1': '17771'}, {'candidate_3': '13830'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-57_3cands_0.32noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-57_3cands_0.32noise.csv
"[{'candidate_2': '11287'}, {'candidate_4': ' 9532'}, {'candidate_1': ' 6277'}, {'candidate_3': ' 5008'}]","[{'candidate_2': '13422'}, {'candidate_4': '10987'}, {'candidate_1': ' 7695'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-57_4cands_0.125noise.csv,"[{'candidate_2': '17941'}, {'candidate_4': '14163'}, {'candidate_1': '0'}, {'candidate_3': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-57_4cands_0.125noise.csv
"[{'candidate_2': ' 6063'}, {'candidate_3': ' 5768'}, {'candidate_1': ' 4231'}, {'candidate_4': ' 3757'}]","[{'candidate_2': ' 7229'}, {'candidate_3': ' 6974'}, {'candidate_1': ' 5616'}, {'candidate_4': '0'}]",election_01-22-2021_21-14-57_4cands_0.135noise.csv,"[{'candidate_3': '10634'}, {'candidate_2': ' 9185'}, {'candidate_1': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-57_4cands_0.135noise.csv
"[{'candidate_2': '21715'}, {'candidate_1': '14107'}, {'candidate_3': '12189'}]","[{'candidate_2': '28027'}, {'candidate_1': '19984'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-58_3cands_0.18333333333333335noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-58_3cands_0.18333333333333335noise.csv
"[{'candidate_1': '17964'}, {'candidate_3': '11320'}, {'candidate_2': ' 9537'}]","[{'candidate_1': '23477'}, {'candidate_3': '15344'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-58_3cands_0.22333333333333336noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-58_3cands_0.22333333333333336noise.csv
"[{'candidate_1': '303'}, {'candidate_2': '200'}, {'candidate_3': '131'}]","[{'candidate_1': '361'}, {'candidate_2': '273'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-58_3cands_0.22noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-58_3cands_0.22noise.csv
"[{'candidate_3': ' 7008'}, {'candidate_2': ' 4670'}, {'candidate_1': ' 4131'}]","[{'candidate_3': ' 9295'}, {'candidate_2': ' 6514'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-58_3cands_0.24666666666666667noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-58_3cands_0.24666666666666667noise.csv
"[{'candidate_3': ' 7881'}, {'candidate_1': ' 7280'}, {'candidate_2': ' 5904'}]","[{'candidate_3': '11585'}, {'candidate_1': ' 9480'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-58_3cands_0.26333333333333336noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-58_3cands_0.26333333333333336noise.csv
"[{'candidate_3': '17221'}, {'candidate_2': '14315'}, {'candidate_1': ' 6533'}]","[{'candidate_3': '20412'}, {'candidate_2': '17657'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-58_3cands_0.32666666666666666noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-58_3cands_0.32666666666666666noise.csv
"[{'candidate_3': ' 4474'}, {'candidate_1': ' 4434'}, {'candidate_2': ' 4304'}, {'candidate_4': ' 3915'}]","[{'candidate_2': ' 5959'}, {'candidate_3': ' 5612'}, {'candidate_1': ' 5556'}, {'candidate_4': '0'}]",election_01-22-2021_21-14-58_4cands_0.23noise.csv,"[{'candidate_2': ' 9091'}, {'candidate_3': ' 8036'}, {'candidate_1': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-58_4cands_0.23noise.csv
"[{'candidate_3': ' 4096'}, {'candidate_2': ' 3988'}, {'candidate_5': ' 3976'}, {'candidate_1': ' 3828'}, {'candidate_4': ' 3692'}]","[{'candidate_5': ' 5021'}, {'candidate_2': ' 4974'}, {'candidate_3': ' 4894'}, {'candidate_1': ' 4691'}, {'candidate_4': '0'}]",election_01-22-2021_21-14-58_5cands_0.122noise.csv,"[{'candidate_5': ' 6748'}, {'candidate_2': ' 6685'}, {'candidate_3': ' 6147'}, {'candidate_1': '0'}, {'candidate_4': '0'}]","[{'candidate_2': ' 9826'}, {'candidate_5': ' 9754'}, {'candidate_3': '0'}, {'candidate_1': '0'}, {'candidate_4': '0'}]",,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-58_5cands_0.122noise.csv
"[{'candidate_2': '13117'}, {'candidate_1': '11247'}, {'candidate_3': '10478'}]","[{'candidate_1': '17500'}, {'candidate_2': '17342'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-59_3cands_0.17666666666666667noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-59_3cands_0.17666666666666667noise.csv
"[{'candidate_2': '12755'}, {'candidate_1': '12067'}, {'candidate_3': ' 7873'}]","[{'candidate_2': '16740'}, {'candidate_1': '15955'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-59_3cands_0.22333333333333336noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-14-59_3cands_0.22333333333333336noise.csv
"[{'candidate_3': ' 7792'}, {'candidate_1': ' 6273'}, {'candidate_2': ' 5822'}]","[{'candidate_3': '10283'}, {'candidate_1': ' 9604'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-59_3cands_0.25333333333333335noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-59_3cands_0.25333333333333335noise.csv
"[{'candidate_2': '14237'}, {'candidate_3': '12848'}, {'candidate_1': '12506'}]","[{'candidate_3': '21716'}, {'candidate_2': '17875'}, {'candidate_1': '0'}]",election_01-22-2021_21-14-59_3cands_0.26noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-14-59_3cands_0.26noise.csv
"[{'candidate_1': '16211'}, {'candidate_2': '14378'}, {'candidate_3': ' 8944'}]","[{'candidate_1': '20533'}, {'candidate_2': '19000'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-59_3cands_0.2733333333333333noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-59_3cands_0.2733333333333333noise.csv
"[{'candidate_1': '15252'}, {'candidate_3': '11717'}, {'candidate_2': '11524'}]","[{'candidate_1': '22674'}, {'candidate_3': '15819'}, {'candidate_2': '0'}]",election_01-22-2021_21-14-59_3cands_0.27999999999999997noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-59_3cands_0.27999999999999997noise.csv
"[{'candidate_1': '19994'}, {'candidate_2': '13511'}, {'candidate_3': '10410'}]","[{'candidate_1': '24393'}, {'candidate_2': '19522'}, {'candidate_3': '0'}]",election_01-22-2021_21-14-59_3cands_0.2833333333333333noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-14-59_3cands_0.2833333333333333noise.csv
"[{'candidate_2': ' 6392'}, {'candidate_1': ' 5026'}, {'candidate_3': ' 4207'}]","[{'candidate_2': ' 8477'}, {'candidate_1': ' 7148'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-00_3cands_0.17333333333333334noise.csv,,,,,,[<Candidate('candidate_2')>],election_01-22-2021_21-15-00_3cands_0.17333333333333334noise.csv
"[{'candidate_1': '15091'}, {'candidate_2': '12627'}, {'candidate_3': ' 7178'}]","[{'candidate_1': '18011'}, {'candidate_2': '16885'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-00_3cands_0.22333333333333336noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-00_3cands_0.22333333333333336noise.csv
"[{'candidate_2': ' 7647'}, {'candidate_1': ' 7313'}, {'candidate_3': ' 7264'}]","[{'candidate_1': '11416'}, {'candidate_2': '10808'}, {'candidate_3': '0'}]",election_01-22-2021_21-15-00_3cands_0.24333333333333332noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-00_3cands_0.24333333333333332noise.csv
"[{'candidate_1': '26957'}, {'candidate_2': ' 9652'}, {'candidate_3': ' 9203'}]",,election_01-22-2021_21-15-00_3cands_0.27999999999999997noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-00_3cands_0.27999999999999997noise.csv
"[{'candidate_3': '13232'}, {'candidate_1': '11091'}, {'candidate_2': ' 8807'}]","[{'candidate_3': '17171'}, {'candidate_1': '15959'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-00_3cands_0.29noise.csv,,,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-00_3cands_0.29noise.csv
"[{'candidate_3': ' 7982'}, {'candidate_4': ' 6230'}, {'candidate_2': ' 5841'}, {'candidate_1': ' 4338'}]","[{'candidate_3': '10143'}, {'candidate_4': ' 7416'}, {'candidate_2': ' 6832'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-00_4cands_0.19noise.csv,"[{'candidate_3': '13774'}, {'candidate_4': '10617'}, {'candidate_2': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-00_4cands_0.19noise.csv
"[{'candidate_3': '12519'}, {'candidate_4': '10821'}, {'candidate_2': '10297'}, {'candidate_1': ' 9282'}]","[{'candidate_3': '15529'}, {'candidate_4': '14397'}, {'candidate_2': '12993'}, {'candidate_1': '0'}]",election_01-22-2021_21-15-00_4cands_0.2425noise.csv,"[{'candidate_3': '21770'}, {'candidate_4': '21149'}, {'candidate_2': '0'}, {'candidate_1': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-00_4cands_0.2425noise.csv
"[{'candidate_3': ' 7843'}, {'candidate_1': ' 6634'}, {'candidate_2': ' 5767'}]","[{'candidate_1': '10255'}, {'candidate_3': ' 9989'}, {'candidate_2': '0'}]",election_01-22-2021_21-15-01_3cands_0.17666666666666667noise.csv,,,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-01_3cands_0.17666666666666667noise.csv
"[{'candidate_1': ' 7302'}, {'candidate_3': ' 6769'}, {'candidate_2': ' 6096'}, {'candidate_4': ' 6019'}]","[{'candidate_1': ' 9117'}, {'candidate_3': ' 9032'}, {'candidate_2': ' 8037'}, {'candidate_4': '0'}]",election_01-22-2021_21-15-01_4cands_0.2275noise.csv,"[{'candidate_1': '13121'}, {'candidate_3': '13065'}, {'candidate_2': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_1')>],election_01-22-2021_21-15-01_4cands_0.2275noise.csv
"[{'candidate_3': '14362'}, {'candidate_1': '13001'}, {'candidate_2': '11498'}, {'candidate_4': '10684'}]","[{'candidate_3': '18127'}, {'candidate_1': '16113'}, {'candidate_2': '15305'}, {'candidate_4': '0'}]",election_01-22-2021_21-15-01_4cands_0.2475noise.csv,"[{'candidate_3': '26420'}, {'candidate_1': '23125'}, {'candidate_2': '0'}, {'candidate_4': '0'}]",,,,,[<Candidate('candidate_3')>],election_01-22-2021_21-15-01_4cands_0.2475noise.csv
