ballot_id,rank,choice
357092,1,Alan Webber
357092,2,Kate I. Noble
357092,3,Peter N. Ives
357092,4,Joseph M. Maestas
357092,5,Ronald S. Trujillo
357092,6,$UNDERVOTE
44776,1,Alan Webber
44776,2,$UNDERVOTE
44776,3,$UNDERVOTE
44776,4,$UNDERVOTE
44776,5,$UNDERVOTE
44776,6,$UNDERVOTE
243892,1,Kate I. Noble
243892,2,Ronald S. Trujillo
243892,3,$UNDERVOTE
243892,4,$UNDERVOTE
243892,5,$UNDERVOTE
243892,6,$UNDERVOTE
534508,1,Ronald S. Trujillo
534508,2,Peter N. Ives
534508,3,Alan Webber
534508,4,$UNDERVOTE
534508,5,$UNDERVOTE
534508,6,$UNDERVOTE
300120,1,Peter N. Ives
300120,2,$UNDERVOTE
300120,3,$UNDERVOTE
300120,4,$UNDERVOTE
300120,5,$UNDERVOTE
300120,6,$UNDERVOTE
768260,1,Ronald S. Trujillo
768260,2,Joseph M. Maestas
768260,3,Kate I. Noble
768260,4,Peter N. Ives
768260,5,Alan Webber
768260,6,$UNDERVOTE
816438,1,Alan Webber
816438,2,Joseph M. Maestas
816438,3,Kate I. Noble
816438,4,$UNDERVOTE
816438,5,$UNDERVOTE
816438,6,$UNDERVOTE
121289,1,Alan Webber
121289,2,Peter N. Ives
121289,3,Joseph M. Maestas
121289,4,Ronald S. Trujillo
121289,5,Kate I. Noble
121289,6,$UNDERVOTE
997013,1,Kate I. Noble
997013,2,Alan Webber
997013,3,Peter N. Ives
997013,4,Joseph M. Maestas
997013,5,Ronald S. Trujillo
997013,6,$UNDERVOTE
531147,1,Alan Webber
531147,2,Kate I. Noble
531147,3,Joseph M. Maestas
531147,4,Peter N. Ives
531147,5,Ronald S. Trujillo
531147,6,$UNDERVOTE
172658,1,Alan Webber
172658,2,Kate I. Noble
172658,3,Peter N. Ives
172658,4,Joseph M. Maestas
172658,5,Ronald S. Trujillo
172658,6,$UNDERVOTE
987212,1,Joseph M. Maestas
987212,2,$UNDERVOTE
987212,3,$UNDERVOTE
987212,4,$UNDERVOTE
987212,5,$UNDERVOTE
987212,6,$UNDERVOTE
940135,1,Kate I. Noble
940135,2,Joseph M. Maestas
940135,3,Ronald S. Trujillo
940135,4,Peter N. Ives
940135,5,Alan Webber
940135,6,$UNDERVOTE
576919,1,Alan Webber
576919,2,Ronald S. Trujillo
576919,3,Kate I. Noble
576919,4,Peter N. Ives
576919,5,Joseph M. Maestas
576919,6,$UNDERVOTE
693382,1,Alan Webber
693382,2,Peter N. Ives
693382,3,Kate I. Noble
693382,4,$UNDERVOTE
693382,5,$UNDERVOTE
693382,6,$UNDERVOTE
894521,1,Kate I. Noble
894521,2,Alan Webber
894521,3,Joseph M. Maestas
894521,4,Peter N. Ives
894521,5,Ronald S. Trujillo
894521,6,$UNDERVOTE
38079,1,Ronald S. Trujillo
38079,2,$UNDERVOTE
38079,3,$UNDERVOTE
38079,4,$UNDERVOTE
38079,5,$UNDERVOTE
38079,6,$UNDERVOTE
620625,1,Kate I. Noble
620625,2,Joseph M. Maestas
620625,3,Peter N. Ives
620625,4,Alan Webber
620625,5,Ronald S. Trujillo
620625,6,$UNDERVOTE
437771,1,Alan Webber
437771,2,Peter N. Ives
437771,3,Joseph M. Maestas
437771,4,Kate I. Noble
437771,5,Ronald S. Trujillo
437771,6,$UNDERVOTE
703966,1,Alan Webber
703966,2,Kate I. Noble
703966,3,Ronald S. Trujillo
703966,4,$OVERVOTE
703966,5,$UNDERVOTE
703966,6,$UNDERVOTE
851962,1,Kate I. Noble
851962,2,Peter N. Ives
851962,3,$UNDERVOTE
851962,4,$UNDERVOTE
851962,5,$UNDERVOTE
851962,6,$UNDERVOTE
345462,1,Alan Webber
345462,2,Kate I. Noble
345462,3,Joseph M. Maestas
345462,4,Ronald S. Trujillo
345462,5,Peter N. Ives
345462,6,$UNDERVOTE
541344,1,Peter N. Ives
541344,2,Joseph M. Maestas
541344,3,Kate I. Noble
541344,4,Alan Webber
541344,5,Ronald S. Trujillo
541344,6,$UNDERVOTE
389738,1,Alan Webber
389738,2,Joseph M. Maestas
389738,3,Kate I. Noble
389738,4,Peter N. Ives
389738,5,Ronald S. Trujillo
389738,6,$UNDERVOTE
839448,1,Alan Webber
839448,2,Kate I. Noble
839448,3,Peter N. Ives
839448,4,Joseph M. Maestas
839448,5,Ronald S. Trujillo
839448,6,$UNDERVOTE
219940,1,Joseph M. Maestas
219940,2,$UNDERVOTE
219940,3,$UNDERVOTE
219940,4,$UNDERVOTE
219940,5,$UNDERVOTE
219940,6,$UNDERVOTE
319225,1,Peter N. Ives
319225,2,Ronald S. Trujillo
319225,3,Joseph M. Maestas
319225,4,Alan Webber
319225,5,Kate I. Noble
319225,6,$UNDERVOTE
24244,1,Alan Webber
24244,2,Joseph M. Maestas
24244,3,Ronald S. Trujillo
24244,4,Peter N. Ives
24244,5,Kate I. Noble
24244,6,$UNDERVOTE
86542,1,Alan Webber
86542,2,Joseph M. Maestas
86542,3,Peter N. Ives
86542,4,Kate I. Noble
86542,5,Ronald S. Trujillo
86542,6,$UNDERVOTE
166451,1,Alan Webber
166451,2,Kate I. Noble
166451,3,$UNDERVOTE
166451,4,$UNDERVOTE
166451,5,$UNDERVOTE
166451,6,$UNDERVOTE
986135,1,Alan Webber
986135,2,$UNDERVOTE
986135,3,$UNDERVOTE
986135,4,$UNDERVOTE
986135,5,$UNDERVOTE
986135,6,$UNDERVOTE
388644,1,Alan Webber
388644,2,Kate I. Noble
388644,3,Peter N. Ives
388644,4,Joseph M. Maestas
388644,5,Ronald S. Trujillo
388644,6,$UNDERVOTE
956227,1,Alan Webber
956227,2,Ronald S. Trujillo
956227,3,Joseph M. Maestas
956227,4,$UNDERVOTE
956227,5,$UNDERVOTE
956227,6,$UNDERVOTE
304663,1,Alan Webber
304663,2,$UNDERVOTE
304663,3,$UNDERVOTE
304663,4,$UNDERVOTE
304663,5,$UNDERVOTE
304663,6,$UNDERVOTE
887067,1,Ronald S. Trujillo
887067,2,Peter N. Ives
887067,3,Alan Webber
887067,4,Joseph M. Maestas
887067,5,Kate I. Noble
887067,6,$UNDERVOTE
824987,1,Peter N. Ives
824987,2,Ronald S. Trujillo
824987,3,Kate I. Noble
824987,4,Joseph M. Maestas
824987,5,Alan Webber
824987,6,$UNDERVOTE
884253,1,Alan Webber
884253,2,Kate I. Noble
884253,3,Joseph M. Maestas
884253,4,Peter N. Ives
884253,5,Ronald S. Trujillo
884253,6,$UNDERVOTE
169093,1,Alan Webber
169093,2,Joseph M. Maestas
169093,3,Ronald S. Trujillo
169093,4,Peter N. Ives
169093,5,Kate I. Noble
169093,6,$UNDERVOTE
891997,1,Ronald S. Trujillo
891997,2,$UNDERVOTE
891997,3,$UNDERVOTE
891997,4,$UNDERVOTE
891997,5,$UNDERVOTE
891997,6,$UNDERVOTE
835795,1,Kate I. Noble
835795,2,Alan Webber
835795,3,Peter N. Ives
835795,4,Joseph M. Maestas
835795,5,Ronald S. Trujillo
835795,6,$UNDERVOTE
289892,1,Joseph M. Maestas
289892,2,Alan Webber
289892,3,Kate I. Noble
289892,4,Peter N. Ives
289892,5,Ronald S. Trujillo
289892,6,$UNDERVOTE
452536,1,Kate I. Noble
452536,2,Alan Webber
452536,3,Peter N. Ives
452536,4,Joseph M. Maestas
452536,5,$UNDERVOTE
452536,6,$UNDERVOTE
823042,1,Alan Webber
823042,2,Joseph M. Maestas
823042,3,Kate I. Noble
823042,4,Peter N. Ives
823042,5,Ronald S. Trujillo
823042,6,$UNDERVOTE
536733,1,Joseph M. Maestas
536733,2,Peter N. Ives
536733,3,Ronald S. Trujillo
536733,4,Kate I. Noble
536733,5,Alan Webber
536733,6,$UNDERVOTE
318571,1,Ronald S. Trujillo
318571,2,Kate I. Noble
318571,3,Joseph M. Maestas
318571,4,Peter N. Ives
318571,5,Alan Webber
318571,6,$UNDERVOTE
64197,1,Peter N. Ives
64197,2,Joseph M. Maestas
64197,3,Kate I. Noble
64197,4,Ronald S. Trujillo
64197,5,Alan Webber
64197,6,$UNDERVOTE
194505,1,Ronald S. Trujillo
194505,2,$UNDERVOTE
194505,3,$UNDERVOTE
194505,4,$UNDERVOTE
194505,5,$UNDERVOTE
194505,6,$UNDERVOTE
490945,1,Alan Webber
490945,2,$UNDERVOTE
490945,3,$UNDERVOTE
490945,4,$UNDERVOTE
490945,5,$UNDERVOTE
490945,6,$UNDERVOTE
520836,1,Alan Webber
520836,2,Peter N. Ives
520836,3,Ronald S. Trujillo
520836,4,Joseph M. Maestas
520836,5,Kate I. Noble
520836,6,$UNDERVOTE
423935,1,Alan Webber
423935,2,Kate I. Noble
423935,3,Joseph M. Maestas
423935,4,Peter N. Ives
423935,5,$UNDERVOTE
423935,6,$UNDERVOTE
558637,1,Alan Webber
558637,2,$UNDERVOTE
558637,3,$UNDERVOTE
558637,4,$UNDERVOTE
558637,5,$UNDERVOTE
558637,6,$UNDERVOTE
546691,1,Alan Webber
546691,2,$UNDERVOTE
546691,3,$UNDERVOTE
546691,4,$UNDERVOTE
546691,5,$UNDERVOTE
546691,6,$UNDERVOTE
787529,1,Alan Webber
787529,2,Kate I. Noble
787529,3,Ronald S. Trujillo
787529,4,Peter N. Ives
787529,5,Joseph M. Maestas
787529,6,$UNDERVOTE
721065,1,Alan Webber
721065,2,Joseph M. Maestas
721065,3,Kate I. Noble
721065,4,$UNDERVOTE
721065,5,$UNDERVOTE
721065,6,$UNDERVOTE
689606,1,Alan Webber
689606,2,$UNDERVOTE
689606,3,$UNDERVOTE
689606,4,$UNDERVOTE
689606,5,$UNDERVOTE
689606,6,$UNDERVOTE
686827,1,Kate I. Noble
686827,2,Ronald S. Trujillo
686827,3,Joseph M. Maestas
686827,4,Peter N. Ives
686827,5,Alan Webber
686827,6,$UNDERVOTE
579532,1,Alan Webber
579532,2,Peter N. Ives
579532,3,Kate I. Noble
579532,4,$UNDERVOTE
579532,5,$UNDERVOTE
579532,6,$UNDERVOTE
249554,1,Kate I. Noble
249554,2,Alan Webber
249554,3,Peter N. Ives
249554,4,Joseph M. Maestas
249554,5,Ronald S. Trujillo
249554,6,$UNDERVOTE
552456,1,Alan Webber
552456,2,Kate I. Noble
552456,3,Ronald S. Trujillo
552456,4,Joseph M. Maestas
552456,5,Peter N. Ives
552456,6,$UNDERVOTE
279877,1,Kate I. Noble
279877,2,Peter N. Ives
279877,3,Alan Webber
279877,4,Ronald S. Trujillo
279877,5,Joseph M. Maestas
279877,6,$UNDERVOTE
682239,1,Kate I. Noble
682239,2,Alan Webber
682239,3,Joseph M. Maestas
682239,4,Ronald S. Trujillo
682239,5,Peter N. Ives
682239,6,$UNDERVOTE
637593,1,Joseph M. Maestas
637593,2,Alan Webber
637593,3,$UNDERVOTE
637593,4,$UNDERVOTE
637593,5,$UNDERVOTE
637593,6,$UNDERVOTE
793647,1,Joseph M. Maestas
793647,2,Alan Webber
793647,3,Ronald S. Trujillo
793647,4,$UNDERVOTE
793647,5,$UNDERVOTE
793647,6,$UNDERVOTE
919156,1,Alan Webber
919156,2,Joseph M. Maestas
919156,3,Kate I. Noble
919156,4,Peter N. Ives
919156,5,Ronald S. Trujillo
919156,6,$UNDERVOTE
627812,1,Alan Webber
627812,2,$UNDERVOTE
627812,3,$UNDERVOTE
627812,4,$UNDERVOTE
627812,5,$UNDERVOTE
627812,6,$UNDERVOTE
239216,1,Alan Webber
239216,2,Ronald S. Trujillo
239216,3,Peter N. Ives
239216,4,Kate I. Noble
239216,5,Joseph M. Maestas
239216,6,$UNDERVOTE
619583,1,Peter N. Ives
619583,2,Ronald S. Trujillo
619583,3,Joseph M. Maestas
619583,4,$UNDERVOTE
619583,5,$UNDERVOTE
619583,6,$UNDERVOTE
57670,1,Kate I. Noble
57670,2,Joseph M. Maestas
57670,3,Alan Webber
57670,4,$UNDERVOTE
57670,5,$UNDERVOTE
57670,6,$UNDERVOTE
232349,1,Alan Webber
232349,2,$UNDERVOTE
232349,3,$UNDERVOTE
232349,4,$UNDERVOTE
232349,5,$UNDERVOTE
232349,6,$UNDERVOTE
182994,1,Joseph M. Maestas
182994,2,Alan Webber
182994,3,Kate I. Noble
182994,4,Ronald S. Trujillo
182994,5,Peter N. Ives
182994,6,$UNDERVOTE
450761,1,$OVERVOTE
450761,2,$UNDERVOTE
450761,3,$UNDERVOTE
450761,4,$UNDERVOTE
450761,5,$UNDERVOTE
450761,6,$UNDERVOTE
858785,1,Ronald S. Trujillo
858785,2,Alan Webber
858785,3,$UNDERVOTE
858785,4,$UNDERVOTE
858785,5,$UNDERVOTE
858785,6,$UNDERVOTE
409824,1,Alan Webber
409824,2,Peter N. Ives
409824,3,Kate I. Noble
409824,4,$UNDERVOTE
409824,5,$UNDERVOTE
409824,6,$UNDERVOTE
750874,1,Alan Webber
750874,2,$UNDERVOTE
750874,3,$UNDERVOTE
750874,4,$UNDERVOTE
750874,5,$UNDERVOTE
750874,6,$UNDERVOTE
585374,1,Joseph M. Maestas
585374,2,Alan Webber
585374,3,Ronald S. Trujillo
585374,4,Kate I. Noble
585374,5,Peter N. Ives
585374,6,$UNDERVOTE
827325,1,Alan Webber
827325,2,Peter N. Ives
827325,3,Joseph M. Maestas
827325,4,Ronald S. Trujillo
827325,5,Kate I. Noble
827325,6,$UNDERVOTE
507220,1,Kate I. Noble
507220,2,$UNDERVOTE
507220,3,$UNDERVOTE
507220,4,$UNDERVOTE
507220,5,$UNDERVOTE
507220,6,$UNDERVOTE
638010,1,Alan Webber
638010,2,Kate I. Noble
638010,3,Joseph M. Maestas
638010,4,Ronald S. Trujillo
638010,5,Peter N. Ives
638010,6,$UNDERVOTE
861263,1,Alan Webber
861263,2,Peter N. Ives
861263,3,Joseph M. Maestas
861263,4,Ronald S. Trujillo
861263,5,Kate I. Noble
861263,6,$UNDERVOTE
301849,1,Alan Webber
301849,2,Kate I. Noble
301849,3,$UNDERVOTE
301849,4,$UNDERVOTE
301849,5,$UNDERVOTE
301849,6,$UNDERVOTE
701433,1,Alan Webber
701433,2,Peter N. Ives
701433,3,$UNDERVOTE
701433,4,$UNDERVOTE
701433,5,$UNDERVOTE
701433,6,$UNDERVOTE
397077,1,Alan Webber
397077,2,$UNDERVOTE
397077,3,$UNDERVOTE
397077,4,$UNDERVOTE
397077,5,$UNDERVOTE
397077,6,$UNDERVOTE
950106,1,Kate I. Noble
950106,2,Alan Webber
950106,3,Joseph M. Maestas
950106,4,Ronald S. Trujillo
950106,5,Peter N. Ives
950106,6,$UNDERVOTE
478404,1,Kate I. Noble
478404,2,Joseph M. Maestas
478404,3,Alan Webber
478404,4,Ronald S. Trujillo
478404,5,Peter N. Ives
478404,6,$UNDERVOTE
918515,1,Alan Webber
918515,2,Kate I. Noble
918515,3,Peter N. Ives
918515,4,Ronald S. Trujillo
918515,5,Joseph M. Maestas
918515,6,$UNDERVOTE
513743,1,Kate I. Noble
513743,2,Alan Webber
513743,3,Peter N. Ives
513743,4,Joseph M. Maestas
513743,5,Ronald S. Trujillo
513743,6,$UNDERVOTE
75213,1,Alan Webber
75213,2,Kate I. Noble
75213,3,Joseph M. Maestas
75213,4,Peter N. Ives
75213,5,Ronald S. Trujillo
75213,6,$UNDERVOTE
869057,1,Alan Webber
869057,2,Peter N. Ives
869057,3,$UNDERVOTE
869057,4,$UNDERVOTE
869057,5,$UNDERVOTE
869057,6,$UNDERVOTE
88756,1,Alan Webber
88756,2,Kate I. Noble
88756,3,Peter N. Ives
88756,4,Joseph M. Maestas
88756,5,Ronald S. Trujillo
88756,6,$UNDERVOTE
29938,1,Ronald S. Trujillo
29938,2,Alan Webber
29938,3,$UNDERVOTE
29938,4,$UNDERVOTE
29938,5,$UNDERVOTE
29938,6,$UNDERVOTE
909751,1,Alan Webber
909751,2,Kate I. Noble
909751,3,Joseph M. Maestas
909751,4,Peter N. Ives
909751,5,Ronald S. Trujillo
909751,6,$UNDERVOTE
931699,1,Alan Webber
931699,2,Kate I. Noble
931699,3,Joseph M. Maestas
931699,4,Ronald S. Trujillo
931699,5,Peter N. Ives
931699,6,$UNDERVOTE
91234,1,Kate I. Noble
91234,2,Joseph M. Maestas
91234,3,Alan Webber
91234,4,Ronald S. Trujillo
91234,5,Peter N. Ives
91234,6,$UNDERVOTE
42018,1,Alan Webber
42018,2,Joseph M. Maestas
42018,3,Peter N. Ives
42018,4,Kate I. Noble
42018,5,$UNDERVOTE
42018,6,$UNDERVOTE
515456,1,Kate I. Noble
515456,2,Peter N. Ives
515456,3,Joseph M. Maestas
515456,4,Ronald S. Trujillo
515456,5,Alan Webber
515456,6,$UNDERVOTE
265497,1,Kate I. Noble
265497,2,Peter N. Ives
265497,3,Joseph M. Maestas
265497,4,Ronald S. Trujillo
265497,5,Alan Webber
265497,6,$UNDERVOTE
288487,1,Alan Webber
288487,2,Kate I. Noble
288487,3,$UNDERVOTE
288487,4,$UNDERVOTE
288487,5,$UNDERVOTE
288487,6,$UNDERVOTE
807582,1,Kate I. Noble
807582,2,Alan Webber
807582,3,Peter N. Ives
807582,4,Joseph M. Maestas
807582,5,Ronald S. Trujillo
807582,6,$UNDERVOTE
596220,1,Joseph M. Maestas
596220,2,$UNDERVOTE
596220,3,$UNDERVOTE
596220,4,$UNDERVOTE
596220,5,$UNDERVOTE
596220,6,$UNDERVOTE
1152,1,Kate I. Noble
1152,2,Alan Webber
1152,3,Ronald S. Trujillo
1152,4,Joseph M. Maestas
1152,5,Peter N. Ives
1152,6,$UNDERVOTE
479813,1,Alan Webber
479813,2,Kate I. Noble
479813,3,Joseph M. Maestas
479813,4,Ronald S. Trujillo
479813,5,Peter N. Ives
479813,6,$UNDERVOTE
710435,1,Alan Webber
710435,2,Kate I. Noble
710435,3,Joseph M. Maestas
710435,4,Peter N. Ives
710435,5,Ronald S. Trujillo
710435,6,$UNDERVOTE
752391,1,Kate I. Noble
752391,2,Alan Webber
752391,3,Joseph M. Maestas
752391,4,Ronald S. Trujillo
752391,5,Peter N. Ives
752391,6,$UNDERVOTE
683940,1,Kate I. Noble
683940,2,Alan Webber
683940,3,Peter N. Ives
683940,4,$UNDERVOTE
683940,5,$UNDERVOTE
683940,6,$UNDERVOTE
911473,1,Alan Webber
911473,2,Kate I. Noble
911473,3,Joseph M. Maestas
911473,4,Peter N. Ives
911473,5,Ronald S. Trujillo
911473,6,$UNDERVOTE
668249,1,Ronald S. Trujillo
668249,2,Peter N. Ives
668249,3,Joseph M. Maestas
668249,4,Kate I. Noble
668249,5,Alan Webber
668249,6,$UNDERVOTE
65766,1,Alan Webber
65766,2,Kate I. Noble
65766,3,Ronald S. Trujillo
65766,4,Peter N. Ives
65766,5,Joseph M. Maestas
65766,6,$UNDERVOTE
779652,1,Ronald S. Trujillo
779652,2,Peter N. Ives
779652,3,Joseph M. Maestas
779652,4,$UNDERVOTE
779652,5,$UNDERVOTE
779652,6,$UNDERVOTE
448189,1,Joseph M. Maestas
448189,2,Alan Webber
448189,3,Peter N. Ives
448189,4,Kate I. Noble
448189,5,Ronald S. Trujillo
448189,6,$UNDERVOTE
822776,1,Kate I. Noble
822776,2,Alan Webber
822776,3,Peter N. Ives
822776,4,$UNDERVOTE
822776,5,$UNDERVOTE
822776,6,$UNDERVOTE
216206,1,Alan Webber
216206,2,Peter N. Ives
216206,3,Kate I. Noble
216206,4,$UNDERVOTE
216206,5,$UNDERVOTE
216206,6,$UNDERVOTE
612722,1,Kate I. Noble
612722,2,Joseph M. Maestas
612722,3,Peter N. Ives
612722,4,Ronald S. Trujillo
612722,5,Alan Webber
612722,6,$UNDERVOTE
706588,1,Joseph M. Maestas
706588,2,Kate I. Noble
706588,3,Alan Webber
706588,4,$UNDERVOTE
706588,5,$UNDERVOTE
706588,6,$UNDERVOTE
975505,1,Alan Webber
975505,2,Kate I. Noble
975505,3,Peter N. Ives
975505,4,Ronald S. Trujillo
975505,5,$UNDERVOTE
975505,6,$UNDERVOTE
852244,1,Joseph M. Maestas
852244,2,Alan Webber
852244,3,Ronald S. Trujillo
852244,4,Kate I. Noble
852244,5,Peter N. Ives
852244,6,$UNDERVOTE
965658,1,Alan Webber
965658,2,Ronald S. Trujillo
965658,3,Joseph M. Maestas
965658,4,Peter N. Ives
965658,5,Kate I. Noble
965658,6,$UNDERVOTE
625787,1,Alan Webber
625787,2,Joseph M. Maestas
625787,3,$UNDERVOTE
625787,4,$UNDERVOTE
625787,5,$UNDERVOTE
625787,6,$UNDERVOTE
154841,1,Joseph M. Maestas
154841,2,Alan Webber
154841,3,Ronald S. Trujillo
154841,4,Peter N. Ives
154841,5,Kate I. Noble
154841,6,$UNDERVOTE
811644,1,Kate I. Noble
811644,2,Alan Webber
811644,3,Joseph M. Maestas
811644,4,Peter N. Ives
811644,5,Ronald S. Trujillo
811644,6,$UNDERVOTE
880670,1,Alan Webber
880670,2,$UNDERVOTE
880670,3,$UNDERVOTE
880670,4,$UNDERVOTE
880670,5,$UNDERVOTE
880670,6,$UNDERVOTE
845603,1,Kate I. Noble
845603,2,$UNDERVOTE
845603,3,$UNDERVOTE
845603,4,$UNDERVOTE
845603,5,$UNDERVOTE
845603,6,$UNDERVOTE
770324,1,Kate I. Noble
770324,2,Alan Webber
770324,3,Joseph M. Maestas
770324,4,Ronald S. Trujillo
770324,5,Peter N. Ives
770324,6,$UNDERVOTE
340111,1,Alan Webber
340111,2,Peter N. Ives
340111,3,Kate I. Noble
340111,4,Joseph M. Maestas
340111,5,Ronald S. Trujillo
340111,6,$UNDERVOTE
753612,1,Ronald S. Trujillo
753612,2,Kate I. Noble
753612,3,Peter N. Ives
753612,4,Joseph M. Maestas
753612,5,Alan Webber
753612,6,$UNDERVOTE
225144,1,Alan Webber
225144,2,Joseph M. Maestas
225144,3,Kate I. Noble
225144,4,Peter N. Ives
225144,5,Ronald S. Trujillo
225144,6,$UNDERVOTE
22162,1,Ronald S. Trujillo
22162,2,Joseph M. Maestas
22162,3,Kate I. Noble
22162,4,Alan Webber
22162,5,Peter N. Ives
22162,6,$UNDERVOTE
745250,1,Joseph M. Maestas
745250,2,$UNDERVOTE
745250,3,$UNDERVOTE
745250,4,$UNDERVOTE
745250,5,$UNDERVOTE
745250,6,$UNDERVOTE
904904,1,Ronald S. Trujillo
904904,2,$UNDERVOTE
904904,3,$UNDERVOTE
904904,4,$UNDERVOTE
904904,5,$UNDERVOTE
904904,6,$UNDERVOTE
312318,1,Kate I. Noble
312318,2,Alan Webber
312318,3,Joseph M. Maestas
312318,4,Peter N. Ives
312318,5,Ronald S. Trujillo
312318,6,$UNDERVOTE
67875,1,Kate I. Noble
67875,2,Ronald S. Trujillo
67875,3,Peter N. Ives
67875,4,Alan Webber
67875,5,Joseph M. Maestas
67875,6,$UNDERVOTE
857438,1,Ronald S. Trujillo
857438,2,Joseph M. Maestas
857438,3,Peter N. Ives
857438,4,Alan Webber
857438,5,Kate I. Noble
857438,6,$UNDERVOTE
447637,1,Alan Webber
447637,2,Kate I. Noble
447637,3,Joseph M. Maestas
447637,4,Peter N. Ives
447637,5,Ronald S. Trujillo
447637,6,$UNDERVOTE
954689,1,Kate I. Noble
954689,2,Alan Webber
954689,3,Peter N. Ives
954689,4,Joseph M. Maestas
954689,5,Ronald S. Trujillo
954689,6,$UNDERVOTE
817111,1,Kate I. Noble
817111,2,Alan Webber
817111,3,Joseph M. Maestas
817111,4,Ronald S. Trujillo
817111,5,Peter N. Ives
817111,6,$UNDERVOTE
48937,1,Joseph M. Maestas
48937,2,Ronald S. Trujillo
48937,3,Kate I. Noble
48937,4,Alan Webber
48937,5,Peter N. Ives
48937,6,$UNDERVOTE
555598,1,Alan Webber
555598,2,$UNDERVOTE
555598,3,$UNDERVOTE
555598,4,$UNDERVOTE
555598,5,$UNDERVOTE
555598,6,$UNDERVOTE
453883,1,Alan Webber
453883,2,Kate I. Noble
453883,3,$UNDERVOTE
453883,4,$UNDERVOTE
453883,5,$UNDERVOTE
453883,6,$UNDERVOTE
80865,1,Kate I. Noble
80865,2,Alan Webber
80865,3,Peter N. Ives
80865,4,Joseph M. Maestas
80865,5,Ronald S. Trujillo
80865,6,$UNDERVOTE
962331,1,Alan Webber
962331,2,$UNDERVOTE
962331,3,$UNDERVOTE
962331,4,$UNDERVOTE
962331,5,$UNDERVOTE
962331,6,$UNDERVOTE
690564,1,Ronald S. Trujillo
690564,2,Joseph M. Maestas
690564,3,Kate I. Noble
690564,4,Alan Webber
690564,5,Peter N. Ives
690564,6,$UNDERVOTE
130175,1,Alan Webber
130175,2,Joseph M. Maestas
130175,3,Kate I. Noble
130175,4,$UNDERVOTE
130175,5,$UNDERVOTE
130175,6,$UNDERVOTE
704055,1,Ronald S. Trujillo
704055,2,$UNDERVOTE
704055,3,$UNDERVOTE
704055,4,$UNDERVOTE
704055,5,$UNDERVOTE
704055,6,$UNDERVOTE
320067,1,Peter N. Ives
320067,2,$UNDERVOTE
320067,3,$UNDERVOTE
320067,4,$UNDERVOTE
320067,5,$UNDERVOTE
320067,6,$UNDERVOTE
463780,1,Ronald S. Trujillo
463780,2,Alan Webber
463780,3,Joseph M. Maestas
463780,4,Kate I. Noble
463780,5,Peter N. Ives
463780,6,$UNDERVOTE
325329,1,Alan Webber
325329,2,Kate I. Noble
325329,3,Joseph M. Maestas
325329,4,Peter N. Ives
325329,5,Ronald S. Trujillo
325329,6,$UNDERVOTE
524029,1,Alan Webber
524029,2,Kate I. Noble
524029,3,Ronald S. Trujillo
524029,4,Joseph M. Maestas
524029,5,Peter N. Ives
524029,6,$UNDERVOTE
46409,1,Joseph M. Maestas
46409,2,Alan Webber
46409,3,Peter N. Ives
46409,4,Kate I. Noble
46409,5,Ronald S. Trujillo
46409,6,$UNDERVOTE
356325,1,Alan Webber
356325,2,Ronald S. Trujillo
356325,3,Kate I. Noble
356325,4,Peter N. Ives
356325,5,Joseph M. Maestas
356325,6,$UNDERVOTE
337275,1,Joseph M. Maestas
337275,2,Ronald S. Trujillo
337275,3,Kate I. Noble
337275,4,Peter N. Ives
337275,5,Alan Webber
337275,6,$UNDERVOTE
863396,1,Alan Webber
863396,2,Peter N. Ives
863396,3,Kate I. Noble
863396,4,Joseph M. Maestas
863396,5,Ronald S. Trujillo
863396,6,$UNDERVOTE
83909,1,Alan Webber
83909,2,Kate I. Noble
83909,3,Peter N. Ives
83909,4,Joseph M. Maestas
83909,5,Ronald S. Trujillo
83909,6,$UNDERVOTE
472046,1,Alan Webber
472046,2,Peter N. Ives
472046,3,Joseph M. Maestas
472046,4,Kate I. Noble
472046,5,Ronald S. Trujillo
472046,6,$UNDERVOTE
327140,1,Kate I. Noble
327140,2,Alan Webber
327140,3,Joseph M. Maestas
327140,4,Peter N. Ives
327140,5,Ronald S. Trujillo
327140,6,$UNDERVOTE
195649,1,Ronald S. Trujillo
195649,2,$UNDERVOTE
195649,3,$UNDERVOTE
195649,4,$UNDERVOTE
195649,5,$UNDERVOTE
195649,6,$UNDERVOTE
451350,1,Kate I. Noble
451350,2,Alan Webber
451350,3,Peter N. Ives
451350,4,Ronald S. Trujillo
451350,5,Joseph M. Maestas
451350,6,$UNDERVOTE
790588,1,Alan Webber
790588,2,Joseph M. Maestas
790588,3,Kate I. Noble
790588,4,Peter N. Ives
790588,5,Ronald S. Trujillo
790588,6,$UNDERVOTE
384922,1,Joseph M. Maestas
384922,2,Alan Webber
384922,3,Peter N. Ives
384922,4,Kate I. Noble
384922,5,Ronald S. Trujillo
384922,6,$UNDERVOTE
266882,1,Joseph M. Maestas
266882,2,Ronald S. Trujillo
266882,3,Alan Webber
266882,4,Kate I. Noble
266882,5,Peter N. Ives
266882,6,$UNDERVOTE
561495,1,Joseph M. Maestas
561495,2,Alan Webber
561495,3,$UNDERVOTE
561495,4,$UNDERVOTE
561495,5,$UNDERVOTE
